,online_booking,mobile_site_booking,Car_Cancellation,from_date,booking_month,weekend,festivals,hourOfDay,intercity_distance,cancel_zone
14693,0,0,0,5,22,0,0,6,49.0,1
14732,1,0,0,5,22,1,0,1,60.0,0
14741,1,0,0,5,22,0,0,3,51.0,0
14797,0,0,0,5,23,1,0,1,17.0,0
14807,1,0,0,5,23,0,0,1,49.0,0
14889,0,0,0,5,23,1,0,1,51.0,0
14895,1,0,0,5,23,0,0,1,40.0,0
14905,1,0,0,5,24,1,0,1,14.0,0
14920,1,0,0,5,24,1,0,6,29.0,1
14926,1,0,0,5,24,1,0,1,17.0,0
14957,1,0,0,5,24,0,0,4,65.0,1
14961,1,0,0,6,24,1,0,1,145.0,0
15007,0,1,0,5,24,1,0,1,119.0,0
15035,1,0,1,5,25,1,0,1,41.0,2
15122,0,0,0,5,25,1,0,1,67.0,1
15128,1,0,0,5,25,1,0,1,107.0,0
15134,1,0,0,6,25,1,0,1,26.0,0
15145,0,0,0,6,25,1,0,1,40.0,0
15208,1,0,0,5,25,1,0,2,3.0,0
15214,1,0,0,5,25,1,0,1,31.0,1
15226,1,0,0,5,25,1,0,1,17.0,0
15263,0,0,0,5,26,1,0,2,40.0,0
15310,0,0,0,5,26,0,0,1,17.0,0
15354,0,0,0,6,27,1,0,1,17.0,1
15520,0,0,0,5,28,0,0,1,17.0,0
15539,0,0,0,5,28,0,0,1,14.0,0
15558,0,0,0,5,28,0,0,1,133.0,0
15585,1,0,0,5,28,0,0,6,98.0,1
15786,1,0,0,6,30,1,0,1,17.0,0
15823,0,0,0,6,30,1,0,1,17.0,0
15829,0,0,0,5,30,0,0,1,42.0,1
15843,0,0,0,5,30,0,0,1,131.0,0
15873,0,0,0,5,30,0,0,2,137.0,1
15876,0,0,0,6,30,1,0,1,14.0,1
15907,0,0,0,5,31,0,0,2,26.0,0
15983,0,0,0,6,31,1,0,2,17.0,0
16069,1,0,0,6,31,1,0,1,153.0,0
16073,1,0,0,6,31,1,0,1,17.0,1
16092,1,0,1,6,31,1,0,1,131.0,1
16228,1,0,0,6,1,0,0,3,14.0,1
16242,0,0,0,6,1,1,0,2,34.0,1
16336,0,0,0,6,1,1,0,1,17.0,0
16341,1,0,0,6,1,1,0,1,31.0,0
16345,0,0,0,6,2,1,0,1,17.0,0
16347,0,0,0,6,2,1,0,1,93.0,0
16358,0,0,0,6,2,1,0,1,9.0,0
16366,1,0,0,6,2,0,0,1,111.0,0
16454,0,0,0,6,2,1,0,5,36.0,1
16468,0,0,0,6,2,0,0,4,131.0,1
16560,1,0,0,6,2,0,0,1,17.0,1
16612,0,0,0,6,3,0,0,5,42.0,0
16659,0,0,0,6,3,0,0,4,43.0,0
16803,0,0,0,6,4,0,0,5,1.0,1
16825,0,0,0,6,4,0,0,1,40.0,0
16883,0,0,0,6,5,0,0,1,40.0,0
16951,0,0,0,6,5,0,0,1,40.0,0
16961,0,0,0,6,5,0,0,1,17.0,0
16977,1,0,0,6,5,0,0,1,132.0,0
17024,1,0,0,6,6,0,0,1,41.0,0
17066,0,0,0,7,6,0,0,1,14.0,0
17141,0,0,0,6,6,1,0,2,36.0,0
17162,1,0,0,6,6,1,0,6,28.0,0
17178,1,0,0,6,7,1,0,6,40.0,1
17183,1,0,0,6,7,1,0,2,40.0,1
17213,0,0,0,6,7,0,0,2,131.0,0
17229,1,0,0,6,7,0,0,4,110.0,0
17260,1,0,0,6,7,0,0,4,50.0,0
17278,1,0,0,6,7,1,0,1,17.0,1
17303,0,0,0,6,7,1,0,1,131.0,0
17306,0,0,0,6,7,1,0,1,132.0,0
17310,0,0,0,6,7,1,0,5,146.0,0
17335,0,0,0,6,7,1,0,1,17.0,1
17341,0,0,0,6,8,1,0,2,26.0,1
17385,0,0,0,6,8,0,0,1,14.0,0
17408,0,1,0,6,8,1,0,1,26.0,0
17416,1,0,0,6,8,1,0,1,28.0,0
17417,0,0,0,6,8,1,0,1,14.0,0
17427,0,0,0,6,8,1,0,2,93.0,0
17457,0,0,0,6,8,1,0,6,40.0,0
17461,0,1,0,6,8,1,0,5,98.0,1
17469,0,0,0,6,8,1,0,6,49.0,0
17500,0,0,0,6,9,1,0,1,17.0,0
17516,0,0,0,6,9,1,0,2,17.0,1
17584,0,0,0,6,9,0,0,1,17.0,1
17623,0,0,0,6,9,1,0,1,34.0,1
17645,0,0,0,6,9,0,0,1,9.0,0
17683,1,0,0,6,9,0,0,2,17.0,1
17770,1,0,0,6,10,0,0,1,42.0,1
17789,0,0,0,6,10,1,0,1,34.0,1
17790,0,0,0,6,10,1,0,2,34.0,1
17835,1,0,0,6,11,0,0,1,43.0,0
17863,0,0,0,6,11,0,0,1,175.0,0
17872,1,0,0,6,11,0,0,3,29.0,1
17954,1,0,0,6,11,1,0,1,40.0,1
17973,0,0,0,6,12,0,0,1,17.0,0
17975,0,0,0,6,12,0,0,1,175.0,0
18021,1,0,0,6,12,0,0,4,14.0,1
18055,0,0,0,6,12,0,0,2,34.0,0
18058,1,0,0,6,12,0,0,1,31.0,0
18061,1,0,0,6,12,0,0,5,40.0,1
18088,1,0,0,6,12,0,0,1,17.0,1
18130,0,0,0,6,13,0,0,2,40.0,0
18161,0,0,0,6,13,1,0,1,131.0,0
18166,0,0,0,6,13,1,0,1,2.0,1
18208,1,0,0,6,13,1,0,1,64.0,0
18215,1,0,0,6,13,0,0,1,17.0,0
18228,1,0,0,7,14,1,0,2,131.0,0
18296,1,0,0,6,14,1,0,6,124.0,0
18300,0,0,0,6,14,1,0,6,110.0,0
18309,0,0,0,6,14,1,0,1,17.0,1
18315,0,0,0,6,14,1,0,1,137.0,0
18316,0,0,0,6,14,0,0,2,30.0,1
18333,1,0,0,6,14,0,0,4,17.0,1
18335,1,0,0,6,14,1,0,1,17.0,0
18359,0,0,0,6,14,1,0,1,17.0,0
18361,1,0,0,6,14,1,0,1,161.0,0
18373,0,0,0,6,14,1,0,1,41.0,1
18384,1,0,0,6,15,0,0,1,17.0,0
18461,0,0,0,6,15,1,0,1,93.0,0
18466,0,0,0,6,15,1,0,1,93.0,0
18469,1,0,0,6,15,1,0,1,40.0,2
18470,1,0,0,6,15,1,0,1,17.0,1
18489,0,0,0,6,15,1,0,1,17.0,1
18513,0,0,0,6,16,1,0,1,17.0,0
18554,0,0,0,6,16,0,0,1,40.0,1
18620,0,0,0,6,16,0,0,1,40.0,1
18637,1,0,0,6,16,0,0,1,40.0,0
18661,0,0,0,6,17,0,0,2,9.0,0
18675,0,0,0,6,17,0,0,4,73.0,0
18707,0,0,0,6,17,0,0,1,154.0,0
18713,0,0,0,6,17,0,0,3,43.0,0
18728,0,0,0,6,17,0,0,1,33.0,0
18765,1,0,0,6,17,0,0,1,16.0,0
18782,1,0,0,6,17,1,0,1,50.0,1
18791,0,0,0,6,18,0,0,2,176.0,0
18794,0,0,0,6,18,0,0,2,49.0,0
18836,1,0,0,6,18,0,0,4,9.0,0
18852,0,0,0,6,18,0,0,1,17.0,0
18863,0,0,0,6,18,0,0,5,67.0,0
18904,0,0,0,6,19,1,0,2,14.0,1
18936,1,0,0,6,19,0,0,1,14.0,0
18950,0,0,0,6,19,0,0,1,17.0,0
19037,1,0,0,6,20,0,0,1,155.0,1
19041,0,0,0,6,20,0,0,1,17.0,0
19044,0,0,0,6,20,1,0,1,36.0,1
19051,1,0,0,6,20,0,0,2,28.0,1
19060,1,0,0,6,20,0,0,5,111.0,0
19106,1,0,0,6,20,0,0,1,40.0,0
19112,0,0,0,6,20,1,0,1,93.0,1
19114,1,0,0,6,20,1,0,1,95.0,0
19115,1,0,0,6,20,0,0,1,17.0,0
19117,1,0,0,6,20,0,0,1,40.0,0
19128,1,0,0,6,21,0,0,1,131.0,0
19131,0,0,0,6,21,0,0,6,9.0,1
19140,0,0,0,6,21,0,0,1,17.0,1
19165,1,0,0,6,21,1,0,1,116.0,1
19179,1,0,0,6,21,1,0,1,17.0,0
19198,0,0,0,6,21,0,0,1,14.0,1
19200,0,0,0,6,21,1,0,1,17.0,1
19235,0,0,0,6,21,1,0,1,40.0,0
19261,1,0,0,6,21,1,0,6,40.0,1
19276,0,0,0,6,21,1,0,6,40.0,0
19282,1,0,0,6,21,0,0,5,131.0,1
19299,1,0,0,6,21,1,0,6,40.0,1
19374,1,0,0,6,22,1,0,1,17.0,1
19385,1,0,0,6,22,1,0,1,17.0,1
19394,0,0,0,6,22,1,0,1,117.0,0
19413,0,0,0,6,22,1,0,1,93.0,0
19420,1,0,0,6,22,1,0,1,132.0,0
19421,1,0,0,6,22,0,0,1,40.0,0
19443,1,0,0,6,22,1,0,1,132.0,0
19446,1,0,0,6,22,1,0,2,54.0,0
19455,0,0,0,6,23,1,0,1,132.0,1
19479,0,0,0,6,23,0,0,1,131.0,0
19512,1,0,0,6,23,0,0,6,106.0,0
19514,0,0,0,6,23,0,0,1,43.0,0
19559,0,0,0,6,23,1,0,1,124.0,0
19629,0,0,0,6,24,0,0,2,14.0,1
19653,1,0,0,6,24,0,0,1,106.0,0
19669,0,0,0,6,24,0,0,2,17.0,0
19673,1,0,0,7,24,0,0,1,151.0,1
19694,1,0,0,6,25,0,0,1,177.0,0
19707,1,0,0,6,25,0,0,1,137.0,0
19736,0,0,0,6,25,0,0,3,116.0,0
19767,0,0,0,6,25,0,0,5,34.0,1
19768,1,0,0,6,25,0,0,1,14.0,0
19770,1,0,0,6,25,0,0,1,40.0,0
19785,0,0,0,6,25,0,0,6,137.0,0
19818,1,0,0,7,26,0,0,3,50.0,0
19823,1,0,0,6,26,1,0,2,31.0,1
19872,0,0,0,6,26,0,0,1,9.0,0
19967,0,0,0,6,27,0,0,1,61.0,0
19984,1,0,0,6,27,0,0,1,17.0,0
20092,0,0,0,6,28,1,0,1,17.0,1
20172,0,0,0,6,28,1,0,2,131.0,0
20189,0,0,0,6,28,1,0,1,14.0,0
20193,1,0,0,6,28,1,0,1,3.0,0
20195,1,0,0,6,28,1,0,1,11.0,0
20227,1,0,0,6,28,1,0,1,23.0,1
20231,1,0,0,6,28,1,0,1,17.0,1
20239,1,0,0,6,28,1,0,1,54.0,0
20248,1,0,0,6,28,1,0,2,93.0,0
20253,0,0,0,6,28,1,0,1,17.0,1
20291,0,0,0,6,29,1,0,2,17.0,0
20321,1,0,0,6,29,1,0,1,17.0,0
20324,0,0,0,6,29,1,0,1,17.0,0
20346,0,0,0,6,29,1,0,1,17.0,0
20357,0,0,0,6,29,1,0,4,2.0,1
20362,0,0,0,6,29,1,0,1,17.0,0
20369,1,0,0,7,29,1,0,1,12.0,0
20374,1,0,0,6,29,1,0,1,93.0,0
20378,1,0,0,7,29,0,0,1,49.0,1
20450,0,0,0,6,30,1,0,3,131.0,0
20570,1,0,0,7,1,0,0,3,54.0,1
20604,0,0,0,7,1,0,0,1,137.0,0
20605,1,0,0,7,1,0,0,4,17.0,1
20656,0,0,0,7,1,0,0,1,17.0,0
20676,0,0,0,7,2,0,0,2,2.0,0
20723,0,0,0,7,2,0,0,6,40.0,0
20915,1,0,0,7,3,1,0,6,14.0,1
20917,1,0,0,7,3,0,0,5,17.0,1
20920,0,0,0,7,3,0,0,2,15.0,1
20948,1,0,0,7,4,0,0,6,44.0,1
20981,1,0,0,7,4,1,0,1,50.0,0
20995,0,0,0,7,4,0,0,1,17.0,0
21037,1,0,0,7,4,0,0,4,40.0,1
21068,1,0,0,7,4,1,0,1,107.0,0
21094,1,0,0,7,4,1,0,1,17.0,0
21106,1,0,0,7,5,1,0,2,112.0,1
21181,0,0,0,7,5,0,0,4,9.0,0
21183,0,0,0,7,5,0,0,5,118.0,1
21191,0,0,0,7,5,1,0,1,17.0,0
21204,0,0,0,7,5,1,0,1,145.0,0
21225,0,0,0,7,5,1,0,1,50.0,0
21230,0,0,0,7,5,1,0,1,17.0,0
21231,0,0,0,7,5,1,0,1,17.0,0
21234,0,0,0,7,5,1,0,2,132.0,0
21238,0,0,0,7,5,1,0,1,14.0,0
21289,0,1,0,7,6,1,0,2,3.0,0
21482,0,0,0,7,6,1,0,1,17.0,1
21483,0,0,0,7,6,1,0,3,131.0,1
21530,0,0,0,7,6,1,0,1,11.0,0
21563,0,0,0,7,6,1,0,1,17.0,1
21581,0,0,0,7,6,1,0,1,17.0,1
21605,0,0,0,7,7,0,0,6,14.0,0
21759,0,0,0,7,8,0,0,2,17.0,1
21766,0,0,0,7,8,0,0,2,17.0,0
21772,0,0,0,7,8,0,0,2,94.0,0
21786,0,0,0,7,8,0,0,5,30.0,0
21795,1,0,0,7,8,1,0,1,31.0,1
21806,0,0,0,7,8,1,0,2,17.0,1
21861,1,0,0,7,8,0,0,2,40.0,1
21876,1,0,0,7,9,1,0,1,31.0,1
21985,0,0,0,7,9,0,0,3,146.0,0
21997,0,0,0,7,9,0,0,1,93.0,0
22015,1,0,0,7,10,1,0,6,12.0,0
22054,1,0,0,7,10,0,0,1,145.0,0
22112,1,0,0,7,10,1,0,1,98.0,0
22115,1,0,0,7,10,0,0,5,93.0,1
22124,0,0,0,7,10,0,0,6,40.0,1
22170,1,0,0,7,11,0,0,1,40.0,1
22245,0,0,0,7,11,1,0,6,14.0,0
22264,0,0,0,7,11,1,0,3,14.0,0
22286,0,0,0,7,11,0,0,6,131.0,0
22301,0,0,0,7,11,1,0,1,116.0,0
22320,1,0,0,7,11,1,0,1,14.0,1
22432,0,0,0,7,12,1,0,1,93.0,0
22465,0,0,0,7,12,1,0,2,185.0,1
22468,0,1,0,7,12,1,0,1,151.0,0
22501,0,0,0,7,12,1,0,1,50.0,0
22510,0,0,0,7,12,1,0,6,127.0,0
22524,0,0,0,7,12,1,0,1,17.0,0
22546,0,0,0,7,12,1,0,1,17.0,1
22567,1,0,0,7,13,0,0,2,14.0,0
22669,1,0,0,7,13,1,0,1,40.0,0
22685,0,0,0,7,13,1,0,1,17.0,0
22708,0,0,0,7,13,1,0,1,17.0,0
22721,0,0,0,7,14,1,0,1,17.0,0
22734,0,0,0,7,14,1,0,2,17.0,0
22738,1,0,0,7,14,0,0,1,17.0,0
22776,0,0,0,7,14,0,0,2,131.0,0
22794,0,0,0,7,14,0,0,2,17.0,1
22845,0,0,0,7,14,0,0,4,131.0,0
22886,1,0,0,7,15,0,0,2,16.0,1
22905,0,0,0,7,15,0,0,1,14.0,1
23004,1,0,0,7,15,1,0,4,31.0,1
23031,0,0,0,7,16,0,0,1,14.0,0
23066,1,0,0,7,16,0,0,3,17.0,1
23113,0,0,0,7,16,0,0,2,175.0,0
23196,1,0,0,7,17,1,0,1,31.0,1
23203,1,0,0,7,17,0,0,4,40.0,1
23211,1,0,0,7,17,0,0,1,3.0,1
23217,1,0,0,7,17,0,0,4,17.0,1
23236,0,0,0,7,17,1,0,1,40.0,1
23269,1,0,0,7,17,1,0,1,17.0,0
23294,0,0,0,7,18,0,0,2,17.0,1
23322,1,0,0,7,18,0,0,1,40.0,0
23336,1,0,0,7,18,0,0,6,31.0,1
23349,1,0,0,7,18,0,0,1,98.0,1
23355,1,0,0,7,18,1,0,1,93.0,0
23442,1,0,0,7,18,0,0,6,17.0,1
23459,1,0,0,7,19,0,0,4,131.0,1
23463,0,0,0,7,19,1,0,1,14.0,0
23517,1,0,0,7,19,1,0,1,46.0,1
23544,0,0,0,7,19,1,0,1,133.0,0
23550,1,0,0,7,19,0,0,4,14.0,1
23555,0,0,0,7,19,1,0,1,17.0,0
23560,0,0,0,7,19,1,0,2,43.0,1
23573,0,0,0,7,19,1,0,1,163.0,0
23600,0,0,0,7,19,1,0,1,98.0,0
23626,1,0,0,7,19,1,0,6,17.0,1
23627,1,0,0,7,19,1,0,2,31.0,0
23633,0,0,0,7,19,1,0,2,17.0,0
23746,1,0,0,7,20,1,0,1,132.0,0
23771,0,0,0,7,20,1,0,1,17.0,0
23813,0,0,0,7,21,1,0,2,17.0,0
23875,0,0,0,7,21,0,0,1,40.0,1
23942,1,0,0,7,21,0,0,5,16.0,1
24013,0,0,0,7,22,0,0,1,131.0,0
24015,0,0,0,7,22,0,0,1,46.0,0
24029,0,0,0,7,22,1,0,1,17.0,1
24101,1,0,0,8,23,0,0,3,164.0,1
24102,1,0,0,7,23,0,0,1,93.0,1
24106,0,0,0,7,23,0,0,1,22.0,0
24171,1,0,0,7,23,0,0,1,17.0,0
24247,0,0,0,7,24,0,0,2,136.0,1
24265,1,0,0,7,24,0,0,6,43.0,1
24308,1,0,0,7,24,0,0,3,3.0,0
24315,0,0,0,7,24,0,0,1,101.0,1
24334,1,0,0,8,24,0,0,5,74.0,0
24337,1,0,0,7,24,1,0,6,100.0,0
24364,0,0,0,7,24,1,0,6,40.0,0
24374,0,0,0,7,25,0,0,1,57.0,1
24422,1,0,0,7,25,0,0,4,3.0,0
24430,0,0,0,7,25,1,0,6,130.0,0
24446,0,0,0,7,25,1,0,1,10.0,0
24488,1,0,0,7,25,1,0,6,2.0,0
24490,1,0,0,8,25,0,0,2,26.0,1
24514,0,0,0,7,25,0,0,1,40.0,0
24582,1,0,0,7,26,1,0,1,17.0,0
24621,0,0,0,7,26,1,0,3,131.0,1
24626,1,0,0,7,26,1,0,2,60.0,1
24638,0,0,0,8,26,0,0,1,14.0,0
24639,0,0,0,7,26,1,0,1,129.0,0
24649,0,0,0,7,26,1,0,1,2.0,1
24654,0,0,0,7,26,1,0,1,17.0,0
24655,0,0,0,7,26,1,0,1,163.0,0
24722,1,0,0,7,27,1,0,1,136.0,0
24737,0,0,0,7,27,1,0,3,131.0,0
24740,1,0,0,8,27,0,0,1,2.0,0
24767,1,0,0,7,27,0,0,2,16.0,1
24820,0,0,0,7,27,1,0,1,17.0,1
24850,0,0,0,7,28,1,0,1,132.0,0
24904,0,0,0,7,28,1,0,4,17.0,1
25026,0,0,0,7,29,0,0,3,43.0,1
25030,1,0,0,8,29,0,0,6,43.0,1
25083,1,0,0,8,29,1,0,1,188.0,1
25097,0,0,0,8,29,0,0,2,43.0,1
25146,1,0,0,8,30,0,0,6,17.0,1
25176,1,0,0,8,30,0,0,1,131.0,1
25222,1,0,0,7,30,0,0,1,9.0,0
25225,0,0,0,7,30,0,0,2,26.0,0
25346,0,0,0,9,31,1,0,1,136.0,1
25379,1,0,0,8,31,0,0,1,40.0,1
25433,0,0,0,8,31,0,0,2,93.0,0
25453,0,0,0,8,1,0,0,1,17.0,0
25695,1,0,0,8,1,0,0,6,41.0,0
25701,0,1,0,8,1,0,0,1,2.0,1
25820,1,0,0,8,2,1,0,1,158.0,0
25880,1,0,0,8,2,1,0,1,17.0,1
25945,1,0,0,8,2,1,0,1,93.0,0
25952,1,0,0,8,2,1,0,1,17.0,1
26001,0,0,0,8,3,1,0,3,17.0,0
26025,0,0,0,8,3,1,0,6,139.0,0
26027,1,0,0,8,3,0,0,2,1.0,1
26062,0,0,0,8,3,1,0,1,46.0,0
26091,1,0,0,8,3,1,0,3,171.0,1
26111,0,0,0,8,3,1,0,1,169.0,0
26210,1,0,0,8,4,1,0,4,54.0,1
26223,0,0,0,8,4,0,0,1,133.0,0
26284,0,0,0,8,4,0,0,1,17.0,0
26355,1,0,0,8,5,0,0,1,54.0,0
26368,1,0,0,8,5,0,0,4,67.0,1
26370,0,0,0,8,5,0,0,4,67.0,0
26379,1,0,0,8,5,1,0,1,17.0,0
26387,0,0,0,8,5,0,0,1,17.0,0
26404,1,0,0,8,5,1,0,2,17.0,1
26413,0,0,0,8,5,0,0,1,93.0,0
26424,0,0,0,8,5,0,0,1,188.0,0
26442,1,0,0,8,5,0,0,1,17.0,0
26465,0,0,0,8,6,0,0,2,134.0,0
26479,1,0,0,8,6,1,0,1,14.0,0
26487,0,0,0,8,6,0,0,1,98.0,1
26488,1,0,0,8,6,0,0,1,17.0,1
26535,1,0,0,8,6,0,0,4,17.0,1
26652,1,0,0,8,7,0,0,5,11.0,0
26688,1,0,0,8,7,0,0,4,106.0,1
26720,1,0,0,8,7,0,0,1,50.0,0
26767,0,0,0,8,8,0,0,5,36.0,0
26768,0,0,0,8,8,0,1,6,36.0,0
26812,1,0,0,8,8,0,0,1,17.0,0
26817,1,0,0,8,8,0,0,1,40.0,1
26819,1,0,0,8,8,0,0,1,40.0,1
26837,1,0,0,8,8,1,0,1,132.0,0
26857,1,0,0,8,8,0,0,1,26.0,1
26906,0,0,0,8,8,0,0,6,17.0,0
26937,1,0,0,8,8,0,0,1,93.0,0
26954,0,0,0,8,8,1,0,1,17.0,0
26957,1,0,0,8,9,1,0,6,110.0,0
26961,1,0,0,8,9,0,0,1,132.0,0
26985,0,0,0,8,9,1,0,6,110.0,0
26986,1,0,0,8,9,1,0,6,40.0,0
27025,0,0,0,8,9,1,0,1,94.0,1
27030,0,0,0,8,9,1,0,1,106.0,0
27042,0,0,0,8,9,1,0,6,131.0,0
27079,0,0,0,8,9,1,0,1,40.0,0
27080,0,0,0,8,9,1,0,1,93.0,0
27107,0,0,0,8,9,1,0,1,145.0,0
27108,1,0,0,8,9,1,0,1,93.0,0
27109,0,0,0,8,9,1,0,1,17.0,0
27112,0,0,0,8,9,1,0,1,17.0,0
27115,1,0,0,8,9,0,0,1,2.0,1
27138,0,0,0,8,10,1,0,2,183.0,0
27212,0,0,0,8,10,1,0,1,17.0,0
27231,0,0,0,8,10,1,0,4,17.0,1
27245,1,0,0,8,10,1,0,1,15.0,0
27271,0,0,0,8,10,1,0,6,14.0,0
27345,0,0,0,8,11,0,0,1,17.0,0
27418,1,0,0,8,11,0,0,2,17.0,0
27428,0,0,0,8,11,1,0,5,131.0,0
27447,1,0,0,8,11,0,0,6,22.0,0
27517,0,0,0,8,12,0,0,1,14.0,1
27539,0,0,0,8,12,0,0,1,17.0,0
27614,0,0,0,8,13,0,0,1,118.0,1
27617,0,0,0,8,13,0,0,6,40.0,0
27630,1,0,0,8,13,0,0,4,17.0,1
27643,0,0,0,8,13,0,1,6,74.0,0
27663,0,0,0,8,13,0,0,1,29.0,2
27666,1,0,0,8,13,1,0,1,1.0,1
27688,1,0,0,8,13,0,0,1,17.0,0
27698,1,0,0,8,13,0,0,1,60.0,0
27725,1,0,0,8,13,0,0,1,17.0,0
27739,1,0,0,8,13,0,0,2,17.0,1
27781,1,0,0,8,13,0,0,1,41.0,0
27794,1,0,0,8,13,0,0,1,40.0,1
27799,0,1,0,8,13,0,0,5,36.0,1
27815,1,0,0,8,14,0,0,2,14.0,1
27844,1,0,0,8,14,0,0,1,40.0,1
27872,1,0,0,8,14,0,0,3,14.0,1
27879,0,0,0,8,14,0,0,2,17.0,0
27964,0,0,0,8,14,0,0,1,17.0,0
28029,0,0,0,8,15,0,0,6,14.0,1
28031,0,0,0,8,15,0,0,1,40.0,0
28171,1,0,0,8,15,1,0,1,14.0,1
28176,0,0,0,8,15,0,0,6,17.0,1
28177,0,0,0,8,15,0,0,6,17.0,1
28205,0,0,0,8,16,0,0,2,49.0,0
28289,0,0,0,8,16,1,0,1,50.0,0
28291,1,0,0,8,16,1,0,1,17.0,0
28306,0,0,0,8,16,1,0,2,34.0,1
28316,1,0,0,8,16,0,0,2,17.0,1
28342,1,0,0,8,16,1,0,2,17.0,0
28350,0,0,0,8,16,1,0,6,132.0,0
28379,1,0,0,8,17,1,0,2,17.0,0
28397,0,1,0,8,17,1,0,3,137.0,1
28413,1,0,0,8,17,1,0,1,17.0,0
28422,0,0,0,8,17,0,0,2,17.0,1
28433,0,0,0,8,17,1,0,1,41.0,1
28440,1,0,0,8,17,0,0,1,17.0,0
28449,1,0,0,8,17,1,0,1,93.0,0
28454,0,0,0,8,17,1,0,6,29.0,0
28536,0,0,0,8,17,1,0,1,93.0,0
28552,1,0,0,8,17,1,0,1,17.0,0
28565,0,0,0,8,17,1,0,1,15.0,1
28570,0,0,0,8,17,1,0,1,49.0,0
28580,1,0,0,8,17,1,0,1,132.0,0
28581,0,0,0,8,17,1,0,1,93.0,0
28698,1,0,0,8,18,1,0,6,14.0,1
28733,0,0,0,8,18,0,0,1,9.0,0
28750,0,0,0,8,18,0,0,6,14.0,1
28867,0,0,0,8,19,0,0,1,46.0,0
28892,1,0,0,8,19,0,0,1,17.0,1
28986,1,0,0,8,20,0,0,1,14.0,0
29007,0,0,0,8,20,0,0,5,131.0,0
29011,0,1,0,8,20,0,0,5,40.0,1
29024,0,0,0,8,20,0,0,4,49.0,1
29053,1,0,0,8,20,1,0,1,98.0,1
29066,1,0,0,8,20,1,0,2,131.0,1
29124,1,0,0,8,21,0,0,6,131.0,0
29125,0,0,0,8,21,0,0,1,145.0,1
29181,1,0,0,8,21,0,0,1,176.0,1
29198,0,0,0,8,21,0,0,1,17.0,1
29202,1,0,0,8,21,0,0,1,146.0,0
29208,1,0,0,8,21,0,0,1,17.0,0
29222,1,0,0,9,21,0,0,3,14.0,1
29236,0,1,0,8,21,0,0,1,99.0,0
29341,0,0,0,8,22,1,0,3,2.0,0
29342,0,0,0,8,22,1,0,1,14.0,0
29361,0,0,0,8,22,1,0,1,133.0,0
29503,0,0,0,8,23,0,0,3,17.0,0
29513,1,0,0,8,23,1,0,1,17.0,0
29590,0,0,0,8,23,1,0,2,17.0,0
29666,0,1,0,9,24,1,0,4,131.0,1
29765,1,0,0,8,24,1,0,2,17.0,1
29791,0,0,0,8,25,1,0,2,17.0,0
29821,0,0,0,8,25,1,0,3,17.0,0
29835,1,0,0,9,25,1,0,2,98.0,1
29864,0,0,0,8,25,0,0,6,40.0,2
29868,0,0,0,8,25,1,0,2,54.0,0
29877,0,0,0,8,25,0,0,2,5.0,0
29883,1,0,0,8,25,0,0,2,34.0,1
29910,1,0,0,8,25,0,0,6,131.0,1
29913,1,0,0,9,25,1,0,2,14.0,1
29946,1,0,0,8,26,0,0,1,131.0,1
29971,0,0,0,8,26,0,0,1,14.0,0
29973,0,0,0,8,26,0,0,1,146.0,0
30045,1,0,0,8,26,0,0,1,177.0,0
30143,1,0,0,8,27,0,0,5,38.0,1
30325,1,0,0,9,29,1,0,1,16.0,1
30338,1,0,0,8,29,0,0,3,40.0,1
30359,0,0,0,8,29,1,0,1,116.0,0
30374,0,0,0,8,29,1,0,1,93.0,0
30402,1,0,0,9,29,0,0,4,94.0,1
30407,0,0,0,9,29,0,0,1,146.0,0
30408,0,0,0,8,29,0,0,4,36.0,0
30419,1,0,0,8,29,1,0,1,40.0,0
30507,1,0,0,8,30,1,0,2,131.0,1
30513,0,0,0,8,30,1,0,1,9.0,0
30525,0,0,0,8,30,1,0,1,93.0,0
30570,1,0,0,8,30,1,0,2,9.0,0
30574,0,0,0,8,30,1,0,1,93.0,0
30773,0,0,0,9,30,1,0,1,93.0,0
30826,0,0,0,8,31,1,0,1,17.0,0
30843,0,0,0,8,31,1,0,2,17.0,0
30844,0,0,0,9,31,1,0,6,49.0,0
30849,0,0,0,8,31,1,0,2,131.0,0
31059,0,0,0,9,31,1,0,1,145.0,0
31074,0,0,0,9,1,1,0,6,131.0,0
31083,0,0,0,9,1,1,0,1,95.0,0
31087,1,0,0,9,1,1,0,4,26.0,0
31109,1,0,0,9,1,0,0,1,14.0,0
31112,1,0,0,9,1,1,0,3,67.0,1
31137,0,0,0,9,1,1,0,3,9.0,0
31146,0,0,0,9,1,0,0,4,53.53778337531486,0
31259,1,0,0,9,2,0,0,2,40.0,1
31263,0,0,0,9,2,0,0,1,40.0,0
31268,1,0,0,9,2,0,0,1,153.0,0
31315,0,0,0,9,2,1,0,6,40.0,0
31396,1,0,0,9,2,1,0,1,2.0,1
31416,0,0,0,9,3,0,0,1,106.0,1
31497,0,0,0,9,3,0,0,1,17.0,0
31504,0,0,0,9,3,1,0,1,2.0,1
31510,0,0,0,9,3,1,0,1,17.0,0
31530,1,0,0,9,3,0,0,3,49.0,0
31585,0,0,0,9,4,0,0,2,14.0,0
31598,0,0,0,9,4,0,0,4,110.0,1
31631,0,0,0,9,4,0,0,1,131.0,0
