,package_id,online_booking,mobile_site_booking,Car_Cancellation,from_date,from_month,weekend,hourOfDay,cancel_zone
10592,2.0,0,0,0,4,21,1,2,0
10600,2.0,0,0,0,4,21,1,2,1
10605,1.0,1,0,0,4,20,1,4,0
10615,2.0,1,0,0,4,21,1,1,0
10618,2.0,1,0,0,4,21,1,2,0
10631,2.0,1,0,0,4,21,1,2,1
10636,2.0,1,0,0,4,21,1,2,1
10646,2.0,0,0,0,4,21,1,5,1
10648,1.0,0,0,0,4,21,1,2,1
10649,2.0,0,0,0,4,21,1,3,1
10656,2.0,0,0,0,4,21,1,2,1
10659,1.0,0,0,0,4,21,1,2,1
10669,2.0,0,0,0,4,21,1,2,1
10673,1.0,0,0,0,4,21,1,4,1
10675,1.0,0,0,0,4,21,1,2,0
10677,1.0,0,0,0,4,21,1,3,0
10684,1.0,1,0,0,4,21,1,3,1
10688,1.0,0,0,0,4,21,1,3,1
10689,1.0,0,0,0,4,21,1,3,1
10690,2.0,1,0,0,4,22,0,2,0
10695,1.0,0,0,0,4,21,1,3,0
10696,2.0,0,0,0,4,21,1,3,1
10703,1.0,1,0,0,4,21,1,4,0
10705,1.0,0,0,0,4,21,1,3,1
10708,2.0,1,0,0,4,22,0,1,1
10717,1.0,0,0,0,4,21,1,4,1
10737,1.0,0,0,0,4,22,0,1,1
10739,2.0,0,1,0,4,22,0,6,1
10740,1.0,0,0,0,4,21,1,5,0
10746,1.0,1,0,0,4,22,0,4,0
10747,2.0,0,0,0,4,22,0,2,1
10751,1.0,1,0,0,4,22,0,1,0
10752,2.0,0,0,0,4,22,0,6,1
10755,1.0,0,0,0,4,22,0,1,1
10774,2.0,0,0,0,4,22,0,2,1
10777,1.0,1,0,0,4,22,0,2,1
10790,1.0,1,0,0,4,22,0,3,1
10795,1.0,1,0,0,4,22,0,3,1
10798,1.0,0,0,0,4,22,0,3,1
10814,1.0,1,0,0,4,23,0,1,1
10817,2.0,0,0,0,4,25,0,2,0
10829,2.0,0,0,0,4,23,0,1,0
10848,2.0,0,0,0,4,23,0,4,1
10864,1.0,1,0,0,4,23,0,3,0
10867,1.0,1,0,0,4,23,0,2,1
10868,1.0,0,0,0,4,24,0,1,1
10870,2.0,0,0,0,4,23,0,2,1
10871,1.0,0,0,0,4,23,0,3,1
10889,1.0,0,0,0,4,23,0,4,0
10897,1.0,0,0,0,4,24,0,1,0
10914,2.0,0,0,0,4,24,0,3,0
10919,1.0,0,0,0,4,23,0,4,0
10921,1.0,1,0,0,4,24,0,2,0
10939,1.0,0,1,0,4,24,0,1,1
10942,1.0,1,0,0,4,24,0,1,0
10950,1.0,0,0,0,4,24,0,6,0
10957,2.0,0,0,0,4,24,0,1,0
10961,1.0,0,0,0,4,24,0,1,0
10967,2.0,0,0,0,4,24,0,2,0
10971,1.0,0,0,0,4,24,0,2,1
10984,1.0,0,0,0,4,24,0,3,1
10987,1.0,0,0,0,4,24,0,4,1
10988,1.0,0,0,0,4,24,0,2,0
10994,1.0,1,0,0,4,24,0,3,1
11000,2.0,1,0,0,4,25,0,1,1
11003,1.0,0,0,0,4,25,0,2,0
11005,1.0,0,0,0,4,24,0,3,0
11027,1.0,1,0,0,4,25,0,1,1
11032,1.0,0,0,0,4,25,0,2,1
11033,2.0,0,0,0,4,25,0,2,1
11041,2.0,1,0,0,4,25,0,2,1
11047,2.0,0,0,0,4,25,0,1,0
11052,1.0,0,0,0,4,25,0,1,0
11055,2.0,1,0,0,4,25,0,3,0
11068,2.0,0,0,0,4,26,0,3,0
11072,2.0,1,0,0,4,28,1,2,1
11074,1.0,0,0,0,4,25,0,3,1
11087,1.0,0,0,0,4,25,0,3,0
11122,1.0,0,0,0,4,26,0,1,0
11126,2.0,0,0,0,4,26,0,1,0
11140,1.0,0,0,0,4,26,0,1,1
11149,1.0,1,0,0,4,26,0,4,1
11154,1.0,0,0,0,4,26,0,3,1
11156,2.0,0,0,0,4,26,0,2,0
11160,2.0,0,0,0,4,26,0,2,0
11165,2.0,0,0,0,4,26,0,2,1
11166,2.0,0,0,0,4,27,1,2,1
11168,1.0,0,0,0,4,26,0,3,1
11170,1.0,0,0,0,4,26,0,3,1
11190,1.0,1,0,0,4,26,0,3,1
11192,1.0,1,0,0,4,27,1,2,1
11193,1.0,0,0,0,4,26,0,3,1
11205,2.0,0,0,0,4,26,0,4,1
11210,1.0,0,0,1,4,26,0,4,1
11211,1.0,1,0,0,4,26,0,4,1
11223,2.0,0,0,0,4,27,1,2,0
11234,2.0,0,0,0,4,27,1,2,0
11235,2.0,0,0,0,4,28,1,6,0
11239,2.0,0,0,0,4,27,1,1,1
11245,2.0,0,0,0,4,27,1,2,1
11248,2.0,0,0,0,4,27,1,2,1
11255,1.0,0,0,0,4,27,1,1,1
11262,2.0,0,0,0,4,27,1,2,1
11271,1.0,0,0,0,4,27,1,1,0
11277,1.0,1,0,0,4,27,1,2,1
11291,2.0,1,0,0,4,27,1,2,0
11298,1.0,0,0,0,4,27,1,1,0
11303,1.0,0,0,0,4,27,1,2,1
11304,1.0,0,0,0,4,27,1,3,1
11306,2.0,0,0,0,4,27,1,2,1
11308,2.0,0,0,0,5,3,0,2,0
11309,2.0,0,0,0,4,27,1,3,1
11312,2.0,0,0,0,5,11,1,1,1
11313,2.0,0,0,0,4,27,1,2,1
11314,2.0,0,0,0,4,27,1,2,1
11315,2.0,0,0,0,4,27,1,2,1
11317,1.0,0,0,0,4,27,1,2,0
11319,2.0,0,0,0,4,27,1,2,1
11322,1.0,0,0,0,4,27,1,3,1
11324,1.0,0,0,0,4,27,1,3,1
11325,1.0,0,0,0,4,27,1,3,1
11332,1.0,0,0,0,4,27,1,3,1
11334,1.0,0,0,0,4,27,1,3,0
11336,2.0,0,0,0,4,28,1,6,1
11337,2.0,0,0,0,4,28,1,6,1
11339,1.0,0,0,0,4,27,1,3,0
11340,2.0,0,0,0,4,27,1,3,1
11344,2.0,0,0,0,4,27,1,3,0
11348,2.0,0,0,0,4,28,1,2,1
11349,1.0,0,0,0,4,27,1,4,1
11350,2.0,0,0,0,4,29,0,6,1
11354,1.0,0,0,0,4,27,1,4,1
11356,1.0,0,0,0,4,27,1,4,0
11357,1.0,0,0,0,4,27,1,4,0
11361,1.0,0,0,0,4,27,1,4,1
11372,2.0,1,0,0,4,29,0,1,1
11379,1.0,1,0,0,4,28,1,1,1
11383,2.0,0,0,0,4,29,0,6,0
11392,1.0,1,0,0,4,27,1,5,1
11396,2.0,0,0,0,4,28,1,6,1
11397,1.0,0,0,0,4,28,1,2,1
11400,1.0,0,0,0,4,28,1,3,0
11410,2.0,0,0,0,4,28,1,2,1
11412,1.0,1,0,0,4,28,1,4,1
11418,1.0,0,0,0,4,28,1,2,1
11423,1.0,0,0,0,4,28,1,2,1
11424,2.0,0,0,0,4,29,0,3,1
11426,2.0,0,0,0,4,29,0,2,0
11427,1.0,0,0,0,4,28,1,2,1
11430,1.0,0,0,0,4,28,1,3,1
11432,2.0,0,0,0,4,28,1,2,1
11437,2.0,0,0,0,4,28,1,2,1
11438,1.0,0,0,0,4,28,1,2,1
11441,2.0,0,0,0,4,28,1,3,1
11442,2.0,0,0,0,4,28,1,3,0
11443,2.0,0,0,0,4,28,1,2,1
11446,2.0,0,0,0,4,28,1,3,1
11454,1.0,0,0,0,4,28,1,3,1
11455,1.0,0,0,0,4,28,1,3,0
11462,1.0,0,0,0,4,28,1,4,0
11463,1.0,0,0,0,4,28,1,3,0
11468,1.0,0,0,1,4,28,1,3,1
11477,1.0,0,0,0,4,29,0,1,1
11481,1.0,0,0,0,4,28,1,4,1
11491,1.0,0,0,0,4,28,1,4,1
11500,2.0,1,0,0,4,29,0,2,0
11504,2.0,0,0,0,4,29,0,2,0
11505,2.0,0,0,0,4,29,0,2,0
11520,2.0,0,0,0,4,29,0,2,0
11524,2.0,0,0,0,4,29,0,2,1
11532,2.0,1,0,0,4,29,0,1,1
11534,2.0,0,0,0,4,29,0,2,1
11546,1.0,0,0,0,4,29,0,2,1
11547,2.0,0,0,0,4,29,0,2,1
11551,2.0,0,0,0,5,27,0,2,0
11552,2.0,0,0,0,5,28,0,2,0
11558,1.0,0,0,0,4,29,0,4,1
11562,1.0,0,0,0,4,29,0,3,1
11563,1.0,0,0,0,4,29,0,3,0
11571,2.0,0,0,0,4,30,0,2,0
11572,2.0,0,0,0,5,2,0,2,0
11574,2.0,0,0,0,5,7,0,2,0
11576,2.0,0,0,0,5,8,0,2,0
11577,2.0,0,0,0,5,9,0,2,0
11578,2.0,0,0,0,5,10,0,2,0
11587,1.0,1,0,0,4,29,0,4,1
11590,1.0,1,0,0,4,30,0,1,1
11608,1.0,0,0,0,4,30,0,2,0
11609,1.0,0,0,0,4,30,0,2,0
11620,1.0,0,0,0,4,29,0,4,0
11629,2.0,0,0,0,4,30,0,2,1
11634,1.0,1,0,0,4,30,0,2,0
11643,1.0,0,0,0,4,30,0,1,1
11650,2.0,0,0,0,4,29,0,5,0
11656,2.0,0,0,0,4,30,0,1,1
11657,2.0,0,0,0,4,30,0,1,0
11660,2.0,0,0,0,4,30,0,1,0
11665,1.0,1,0,0,4,30,0,2,2
11669,2.0,1,0,0,4,30,0,2,0
11678,2.0,0,0,0,4,30,0,2,0
11683,2.0,0,0,0,4,30,0,5,0
11685,1.0,1,0,0,5,5,1,1,1
11688,1.0,0,0,0,4,30,0,2,1
11691,2.0,0,0,0,4,30,0,2,0
11695,1.0,0,0,0,4,30,0,2,1
11698,2.0,0,0,0,4,30,0,3,1
11700,2.0,0,0,0,4,30,0,3,1
11706,2.0,0,0,0,5,1,0,2,0
11709,2.0,1,0,0,5,1,0,2,1
11722,2.0,0,0,0,5,1,0,2,1
11724,2.0,1,0,0,5,1,0,1,1
11726,1.0,1,0,0,5,1,0,2,0
11744,1.0,1,0,0,4,30,0,4,1
11750,2.0,0,0,0,5,1,0,2,0
11752,1.0,0,0,0,5,1,0,3,0
11765,1.0,1,0,0,4,30,0,5,1
11772,2.0,1,0,0,5,1,0,2,0
11786,2.0,1,0,0,5,1,0,2,0
11790,2.0,0,0,0,5,1,0,2,1
11803,1.0,0,0,0,5,1,0,2,1
11808,1.0,0,0,0,5,1,0,2,1
11812,2.0,0,0,0,5,1,0,2,0
11813,2.0,0,0,0,5,1,0,2,1
11814,2.0,0,0,0,5,1,0,2,1
11815,1.0,0,0,0,5,1,0,4,1
11816,1.0,1,0,0,5,1,0,3,1
11817,2.0,0,0,0,5,1,0,2,1
11819,1.0,0,0,0,5,1,0,4,1
11820,2.0,0,1,0,5,1,0,3,1
11821,2.0,0,1,0,5,1,0,3,1
11824,1.0,1,0,0,5,2,0,2,1
11825,1.0,0,0,0,5,1,0,3,1
11826,1.0,0,0,0,5,1,0,3,0
11828,2.0,0,0,0,5,1,0,3,0
11835,2.0,0,0,0,5,1,0,2,1
11840,1.0,0,0,0,5,1,0,3,1
11842,2.0,1,0,0,5,1,0,3,0
11848,1.0,0,0,0,5,1,0,3,0
11850,1.0,0,0,0,5,1,0,3,1
11851,1.0,0,0,0,5,1,0,3,0
11855,1.0,0,0,0,5,1,0,3,1
11861,2.0,0,0,0,5,1,0,3,0
11866,1.0,0,0,0,5,1,0,4,1
11892,2.0,0,0,0,5,2,0,6,1
11902,1.0,0,0,0,5,2,0,2,1
11910,2.0,0,0,0,5,2,0,1,0
11917,1.0,1,0,0,5,2,0,1,0
11925,1.0,0,0,0,5,2,0,6,1
11934,2.0,0,0,0,5,2,0,2,1
11936,1.0,0,0,0,5,2,0,2,1
11944,2.0,0,0,0,5,2,0,2,1
11948,2.0,0,0,0,5,2,0,2,1
11951,2.0,0,0,0,5,3,0,3,1
11955,1.0,1,0,0,5,2,0,3,0
11968,2.0,1,0,0,5,4,1,1,0
11971,1.0,0,0,0,5,2,0,3,1
11973,2.0,0,0,0,5,4,1,1,1
11981,2.0,0,0,0,5,3,0,2,0
11994,2.0,0,0,0,5,4,1,1,0
12003,2.0,1,0,1,5,4,1,2,2
12013,2.0,1,0,0,5,3,0,2,1
12022,2.0,0,0,0,5,3,0,2,0
12026,2.0,1,0,0,5,4,1,2,0
12029,2.0,1,0,0,5,3,0,2,1
12058,2.0,1,0,0,5,4,1,2,1
12059,2.0,0,0,0,5,3,0,2,1
12061,2.0,0,0,0,5,3,0,2,0
12063,1.0,0,0,0,5,3,0,2,1
12072,1.0,0,0,1,5,3,0,2,1
12075,2.0,0,0,0,5,5,1,1,0
12076,2.0,0,0,0,5,3,0,2,0
12077,1.0,0,0,0,5,3,0,2,0
12080,1.0,1,0,0,5,3,0,3,1
12082,2.0,1,0,0,5,3,0,5,1
12084,1.0,0,0,0,5,3,0,2,0
12086,2.0,0,0,0,5,3,0,3,1
12094,2.0,0,0,0,5,3,0,3,0
12112,1.0,0,0,1,5,3,0,4,1
12113,1.0,0,0,0,5,3,0,4,1
12126,2.0,0,0,0,5,4,1,6,0
12164,1.0,1,0,0,5,4,1,2,0
12165,1.0,0,0,0,5,4,1,2,0
12167,2.0,0,0,0,5,4,1,1,2
12168,2.0,0,0,0,5,4,1,1,1
12174,2.0,0,0,0,5,4,1,1,1
12179,2.0,1,0,0,5,4,1,1,0
12188,2.0,0,0,0,5,4,1,1,1
12191,2.0,0,0,0,5,4,1,1,1
12192,2.0,0,0,0,5,4,1,1,1
12193,2.0,0,0,0,5,4,1,2,1
12195,1.0,0,0,0,5,4,1,2,1
12197,2.0,1,0,0,5,4,1,2,1
12199,2.0,1,0,0,5,4,1,2,1
12201,1.0,0,0,0,5,4,1,4,1
12203,1.0,1,0,0,5,4,1,2,1
12208,2.0,0,0,0,5,4,1,2,0
12217,1.0,0,0,0,5,4,1,2,1
12219,2.0,1,0,0,5,4,1,2,1
12223,2.0,0,0,0,5,4,1,2,0
12224,2.0,0,0,0,5,4,1,2,0
12225,1.0,0,0,0,5,4,1,3,1
12226,2.0,0,0,0,5,4,1,2,1
12227,2.0,0,0,0,5,4,1,2,1
12228,2.0,0,0,0,5,4,1,2,1
12230,2.0,0,0,0,5,4,1,2,0
12232,2.0,0,0,0,5,4,1,2,0
12233,1.0,0,0,0,5,4,1,3,1
12240,2.0,0,0,0,5,9,0,3,0
12245,1.0,1,0,1,5,4,1,3,1
12252,2.0,0,0,0,5,5,1,2,1
12254,1.0,0,0,0,5,4,1,4,1
12255,1.0,0,0,0,5,4,1,4,1
12256,1.0,0,0,0,5,5,1,1,1
12260,2.0,0,0,0,5,4,1,4,1
12269,1.0,0,0,0,5,4,1,3,1
12271,1.0,0,0,0,5,4,1,3,1
12276,1.0,1,0,0,5,4,1,4,1
12304,1.0,0,0,0,5,5,1,2,0
12309,2.0,0,0,0,5,5,1,1,1
12314,2.0,0,0,0,5,5,1,6,0
12316,2.0,0,0,0,5,5,1,2,1
12320,1.0,0,0,0,5,5,1,2,1
12324,1.0,1,0,0,5,5,1,1,1
12326,1.0,1,0,0,5,5,1,1,1
12341,2.0,0,0,0,5,5,1,3,1
12344,2.0,0,0,0,5,5,1,2,1
12345,1.0,0,0,0,5,5,1,2,1
12347,1.0,1,0,1,5,5,1,2,1
12355,2.0,0,0,0,5,5,1,3,1
12357,1.0,0,0,0,5,5,1,2,1
12361,1.0,0,0,0,5,5,1,2,1
12370,2.0,0,0,0,5,6,0,2,1
12374,2.0,0,0,0,5,6,0,1,0
12376,1.0,0,0,0,5,5,1,3,1
12379,1.0,0,1,0,5,5,1,4,1
12382,2.0,0,0,0,5,7,0,4,1
12383,1.0,0,0,0,5,5,1,4,1
12400,1.0,1,0,1,5,5,1,4,1
12410,2.0,1,0,0,5,6,0,1,1
12436,1.0,0,0,0,5,6,0,3,1
12438,2.0,1,0,0,5,6,0,2,0
12440,1.0,0,0,0,5,6,0,2,1
12444,1.0,0,0,0,5,6,0,2,1
12455,2.0,0,0,0,5,6,0,2,0
12460,1.0,0,0,0,5,6,0,2,0
12461,1.0,0,0,0,5,6,0,2,1
12463,1.0,0,0,0,5,6,0,2,1
12464,1.0,0,1,0,5,6,0,3,0
12466,1.0,0,0,0,5,6,0,2,0
12468,1.0,0,0,0,5,6,0,3,0
12472,2.0,0,0,0,5,6,0,2,1
12481,2.0,0,0,0,5,6,0,3,0
12484,1.0,0,0,0,5,6,0,3,0
12490,1.0,1,0,0,5,6,0,4,1
12497,1.0,0,0,0,5,6,0,4,1
12502,1.0,0,0,0,5,6,0,4,0
12521,1.0,0,0,0,5,6,0,4,1
12535,2.0,0,0,0,5,7,0,2,2
12538,2.0,0,0,0,5,7,0,1,1
12540,2.0,0,0,0,5,7,0,1,0
12545,1.0,1,0,0,5,7,0,6,1
12546,2.0,0,0,0,5,7,0,2,1
12551,2.0,0,0,0,5,7,0,1,1
12555,1.0,1,0,0,5,7,0,2,0
12557,1.0,0,0,0,5,7,0,1,1
12558,2.0,0,0,0,5,7,0,1,0
12559,1.0,1,0,0,5,7,0,2,2
12567,1.0,0,0,0,5,7,0,2,0
12569,1.0,0,0,0,5,7,0,2,0
12575,2.0,0,0,0,5,7,0,5,1
12576,2.0,0,0,0,5,7,0,2,1
12582,1.0,0,0,0,5,7,0,2,0
12602,2.0,0,0,0,5,7,0,3,1
12605,1.0,0,0,0,5,7,0,3,1
12610,1.0,0,0,0,5,7,0,4,1
12611,1.0,0,0,0,5,7,0,3,1
12614,2.0,0,0,0,5,8,0,1,1
12650,2.0,0,0,0,5,8,0,2,1
12660,2.0,1,0,0,5,8,0,2,1
12669,2.0,0,0,0,5,8,0,2,0
12671,2.0,0,0,0,5,8,0,2,0
12672,1.0,0,0,0,5,8,0,2,0
12674,2.0,0,0,0,5,8,0,2,1
12675,2.0,0,0,0,5,8,0,2,0
12678,1.0,0,0,0,5,8,0,2,1
12679,1.0,0,0,0,5,8,0,2,1
12684,1.0,0,0,0,5,9,0,2,1
12685,1.0,0,0,0,5,8,0,3,1
12686,1.0,0,0,0,5,8,0,3,1
12702,1.0,0,0,0,5,8,0,3,1
12703,1.0,0,0,0,5,8,0,3,0
12718,1.0,0,0,0,5,8,0,4,1
12722,2.0,0,0,0,5,9,0,2,0
12729,2.0,0,0,0,5,8,0,5,0
12736,1.0,0,0,0,5,9,0,2,1
12763,2.0,0,0,0,5,9,0,2,1
12775,2.0,0,0,0,5,9,0,1,1
12777,2.0,1,0,0,5,9,0,2,0
12778,2.0,0,0,0,5,9,0,2,0
12780,2.0,0,0,0,5,9,0,2,1
12783,1.0,0,0,0,5,9,0,2,1
12788,1.0,0,0,0,5,9,0,2,0
12789,1.0,0,0,0,5,9,0,4,1
12800,1.0,0,0,0,5,9,0,3,1
12801,1.0,1,0,1,5,9,0,3,1
12802,1.0,0,0,0,5,9,0,2,1
12823,1.0,0,0,0,5,9,0,3,1
12826,1.0,0,0,0,5,10,0,3,0
12836,2.0,0,0,0,5,18,1,3,0
12844,1.0,1,0,1,5,10,0,4,1
12855,1.0,1,0,0,5,10,0,1,1
12857,2.0,1,0,0,5,10,0,1,0
12871,2.0,0,0,0,5,10,0,2,1
12875,1.0,1,0,0,5,10,0,1,1
12882,1.0,0,1,0,5,10,0,5,1
12885,2.0,1,0,0,5,11,1,1,1
12892,1.0,0,0,0,5,9,0,5,0
12894,2.0,0,0,0,5,10,0,2,0
12898,2.0,1,0,0,5,11,1,2,1
12901,1.0,0,0,0,5,10,0,1,0
12903,1.0,0,0,0,5,10,0,2,1
12914,2.0,0,0,0,5,10,0,2,0
12915,2.0,0,0,0,5,10,0,4,1
12921,1.0,0,0,0,5,10,0,2,0
12922,1.0,1,0,0,5,10,0,2,1
12926,2.0,0,0,0,5,10,0,2,1
12927,1.0,0,0,0,5,10,0,2,1
12931,2.0,0,0,0,5,10,0,2,0
12940,2.0,0,0,0,5,11,1,1,1
12941,2.0,0,0,0,5,10,0,2,1
12944,2.0,1,0,0,5,11,1,1,1
12960,1.0,0,0,0,5,10,0,2,1
12962,1.0,0,0,0,5,10,0,3,0
12972,2.0,0,0,0,5,10,0,3,1
12985,2.0,0,0,0,5,10,0,3,0
12987,2.0,1,0,0,5,10,0,3,0
12995,1.0,0,0,0,5,10,0,4,1
12998,1.0,0,0,1,5,10,0,4,1
13008,1.0,0,0,1,5,10,0,4,1
13018,1.0,1,0,1,5,10,0,4,1
13032,1.0,1,0,0,5,11,1,1,1
13037,2.0,0,0,0,5,11,1,1,1
13053,1.0,1,0,0,5,11,1,2,0
13054,1.0,0,0,1,5,11,1,3,1
13059,2.0,0,0,0,5,10,0,5,0
13062,2.0,1,0,1,5,12,1,1,2
13065,1.0,1,0,0,5,11,1,2,1
13077,2.0,1,0,0,5,11,1,6,0
13078,2.0,1,0,0,5,12,1,6,0
13094,2.0,0,0,0,5,11,1,3,0
13098,1.0,0,0,0,5,11,1,2,0
13099,1.0,0,0,0,5,11,1,2,1
13104,1.0,0,0,0,5,11,1,2,1
13106,2.0,0,0,1,5,12,1,1,1
13108,2.0,0,0,0,5,11,1,2,0
13110,1.0,0,0,0,5,11,1,2,0
13113,1.0,0,0,0,5,11,1,2,0
13116,2.0,0,0,0,5,11,1,2,1
13118,1.0,0,0,0,5,11,1,2,1
13119,2.0,0,0,0,5,11,1,2,0
13121,1.0,0,0,0,5,11,1,2,1
13122,2.0,0,0,0,5,11,1,2,1
13123,2.0,0,0,0,5,12,1,1,1
13127,1.0,0,0,0,5,11,1,4,1
13134,1.0,1,0,0,5,11,1,4,0
13135,2.0,1,0,0,5,11,1,4,1
13140,2.0,0,0,0,5,11,1,3,1
13141,1.0,1,0,0,5,11,1,3,1
13144,2.0,1,0,0,5,11,1,4,1
13147,1.0,0,1,0,5,11,1,4,1
13148,1.0,1,0,0,5,11,1,3,1
13149,2.0,0,0,0,5,11,1,3,0
13153,1.0,1,0,0,5,11,1,3,0
13155,2.0,1,0,1,5,26,1,2,1
13160,1.0,0,0,1,5,11,1,4,1
13163,2.0,0,0,0,5,12,1,2,0
13169,2.0,0,0,0,5,11,1,3,1
13171,1.0,0,0,1,5,12,1,2,1
13175,1.0,0,0,0,5,11,1,4,1
13191,1.0,1,0,0,5,11,1,4,0
13200,2.0,1,0,1,5,12,1,2,1
13202,1.0,0,0,0,5,11,1,4,1
13204,1.0,1,0,0,5,11,1,4,1
13213,2.0,1,0,0,5,12,1,6,1
13214,2.0,0,0,0,5,12,1,1,1
13224,1.0,0,0,0,5,12,1,2,1
13226,2.0,1,0,0,5,12,1,1,1
13230,2.0,0,0,0,5,12,1,1,0
13242,1.0,1,0,1,5,12,1,1,2
13245,2.0,0,0,1,5,12,1,1,1
13246,2.0,0,0,0,5,12,1,1,1
13252,1.0,1,0,1,5,12,1,2,1
13253,2.0,1,0,0,5,12,1,3,1
13256,2.0,1,0,1,5,12,1,1,1
13259,1.0,1,0,0,5,12,1,1,1
13260,2.0,1,0,0,5,12,1,1,1
13262,2.0,1,0,0,5,12,1,2,1
13267,2.0,1,0,0,5,12,1,1,0
13270,2.0,1,0,1,5,12,1,2,1
13272,2.0,1,0,1,5,12,1,1,1
13278,2.0,0,0,1,5,12,1,2,1
13279,2.0,0,0,1,5,12,1,2,1
13283,2.0,0,0,1,5,12,1,2,1
13289,2.0,1,0,0,5,12,1,2,1
13292,2.0,1,0,1,5,12,1,2,1
13295,2.0,1,0,1,5,12,1,2,1
13296,2.0,0,0,1,5,12,1,2,1
13300,2.0,0,0,1,5,12,1,2,1
13301,2.0,1,0,1,5,12,1,2,1
13302,1.0,0,1,1,5,12,1,3,1
13303,2.0,0,0,1,5,12,1,2,1
13304,1.0,1,0,1,5,13,0,4,1
13306,1.0,1,0,1,5,12,1,2,1
13311,1.0,0,0,1,5,12,1,4,1
13314,1.0,1,0,1,5,12,1,2,1
13315,1.0,1,0,1,5,12,1,3,1
13316,1.0,0,0,1,5,12,1,3,1
13320,1.0,0,0,0,5,12,1,3,1
13340,2.0,1,0,1,5,12,1,3,2
13342,1.0,1,0,0,5,12,1,4,0
13343,1.0,0,0,0,5,12,1,3,1
13349,2.0,1,0,1,5,12,1,3,1
13352,1.0,0,0,0,5,12,1,4,0
13354,1.0,1,0,1,5,12,1,4,1
13359,1.0,1,0,1,5,12,1,4,1
13360,1.0,0,0,0,5,12,1,4,0
13361,2.0,0,0,0,5,12,1,4,1
13363,1.0,1,0,1,5,12,1,4,1
13368,2.0,1,0,0,5,13,0,1,1
13390,2.0,0,0,0,5,13,0,1,0
13415,1.0,0,0,0,5,13,0,2,1
13430,1.0,1,0,0,5,13,0,1,1
13432,1.0,1,0,0,5,13,0,2,1
13438,2.0,1,0,0,5,13,0,2,0
13443,2.0,0,0,0,5,13,0,2,1
13447,1.0,0,0,0,5,13,0,2,0
13456,2.0,1,0,0,5,13,0,2,1
13457,2.0,0,0,0,5,13,0,2,1
13459,2.0,1,0,0,5,13,0,3,1
13463,1.0,0,0,0,5,13,0,2,1
13466,1.0,0,0,0,5,14,0,1,1
13469,1.0,0,0,0,5,13,0,2,1
13470,1.0,0,0,1,5,13,0,2,1
13481,1.0,0,0,0,5,13,0,2,1
13485,1.0,0,0,0,5,13,0,3,0
13489,1.0,0,0,0,5,13,0,2,1
13493,1.0,0,0,0,5,13,0,4,1
13498,1.0,1,0,0,5,13,0,3,1
13505,2.0,1,0,0,5,16,0,2,0
13508,2.0,0,0,0,5,13,0,5,1
13509,1.0,0,0,0,5,13,0,4,0
13510,1.0,0,0,0,5,13,0,3,0
13526,1.0,0,0,0,5,14,0,2,0
13545,1.0,1,0,0,5,14,0,2,1
13551,1.0,1,0,0,5,14,0,1,1
13557,1.0,0,1,0,5,14,0,2,1
13563,2.0,1,0,0,5,14,0,1,0
13565,1.0,0,0,0,5,14,0,1,1
13568,2.0,0,0,0,5,14,0,2,1
13577,2.0,0,0,0,5,14,0,2,0
13583,1.0,0,0,0,5,14,0,2,1
13584,1.0,0,0,0,5,15,0,2,1
13586,1.0,0,0,0,5,16,0,2,1
13587,1.0,0,0,0,5,14,0,2,0
13588,2.0,0,0,0,5,14,0,2,1
13589,2.0,0,0,0,5,14,0,2,0
13597,2.0,0,0,0,5,14,0,2,0
13604,1.0,0,0,0,5,14,0,4,0
13607,1.0,0,0,0,5,14,0,3,0
13614,1.0,1,0,0,5,14,0,4,0
13618,1.0,1,0,0,5,14,0,3,1
13619,1.0,0,0,0,5,14,0,3,1
13632,2.0,0,0,0,5,15,0,2,1
13642,1.0,0,0,0,5,15,0,2,1
13648,2.0,0,0,0,5,16,0,2,1
13649,1.0,0,0,0,5,15,0,3,0
13654,1.0,1,0,0,5,15,0,1,1
13667,2.0,1,0,0,5,15,0,2,0
13682,2.0,1,0,0,5,15,0,2,1
13685,2.0,1,0,0,5,15,0,1,0
13687,1.0,0,0,0,5,15,0,2,1
13694,2.0,0,0,0,5,15,0,2,0
13699,2.0,1,0,0,5,15,0,2,0
13707,2.0,0,0,0,5,15,0,3,1
13708,1.0,0,0,0,5,15,0,2,1
13709,1.0,0,0,0,5,15,0,2,0
13714,2.0,0,0,0,5,15,0,2,1
13715,1.0,1,0,0,5,15,0,4,0
13718,1.0,0,0,0,5,15,0,4,1
13722,1.0,1,0,0,5,16,0,2,1
13723,1.0,0,0,0,5,15,0,2,1
13725,1.0,0,0,0,5,15,0,3,0
13726,1.0,0,0,0,5,15,0,3,0
13732,1.0,1,0,0,5,15,0,3,0
13735,1.0,0,0,0,5,16,0,1,1
13736,1.0,0,0,0,5,15,0,3,1
13737,1.0,0,0,0,5,15,0,3,1
13738,1.0,0,0,0,5,15,0,4,1
13744,1.0,1,0,0,5,16,0,3,1
13752,1.0,0,0,0,5,15,0,4,0
13758,1.0,1,0,0,5,16,0,1,1
13767,1.0,1,0,0,5,16,0,1,1
13797,2.0,0,0,0,5,16,0,2,0
13799,2.0,1,0,0,5,16,0,2,0
13800,2.0,1,0,0,5,16,0,2,0
13815,2.0,1,0,0,5,16,0,1,0
